,true_LocalKey35,pred_LocalKey35,true_PrimaryDegree22,pred_PrimaryDegree22,true_SecondaryDegree22,pred_SecondaryDegree22,true_Inversion4,pred_Inversion4,true_ChordQuality15,pred_ChordQuality15,true_ChordRoot35,pred_ChordRoot35,LocalKey35,PrimaryDegree22,SecondaryDegree22,Inversion4,ChordQuality15,ChordRoot35,Degree,RomanNumeral
1316,c,c,7,5,5,None,0,0,diminished seventh chord,major triad,F#,D,True,False,False,True,False,False,False,False
1317,c,c,7,5,5,None,0,0,diminished seventh chord,major triad,F#,G,True,False,False,True,False,False,False,False
1318,c,c,7,5,5,None,0,0,diminished seventh chord,major triad,F#,G,True,False,False,True,False,False,False,False
1319,c,c,7,5,5,None,0,0,diminished seventh chord,major triad,F#,G,True,False,False,True,False,False,False,False
1320,c,c,7,7,5,5,0,0,diminished seventh chord,diminished triad,F#,D,True,True,True,True,False,False,True,False
1321,c,c,7,5,5,5,0,0,diminished seventh chord,dominant seventh chord,F#,D,True,False,True,True,False,False,False,False
1322,c,c,7,5,5,5,0,0,diminished seventh chord,dominant seventh chord,F#,D,True,False,True,True,False,False,False,False
1323,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,D,True,False,False,True,False,False,False,False
1324,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,D,True,False,False,True,False,False,False,False
1325,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,D,True,False,False,True,False,False,False,False
1326,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1327,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1328,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1329,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1330,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1331,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1332,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1333,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1334,c,c,5,5,None,None,0,0,dominant seventh chord,minor triad,G,G,True,True,True,True,False,True,True,False
1335,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1336,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1337,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1338,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1339,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1340,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1341,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,G,True,False,True,False,False,True,False,False
1342,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,C,True,False,True,False,False,False,False,False
1343,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1344,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1345,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1346,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1347,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1348,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1349,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1350,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1351,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1352,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1353,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1354,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1355,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1356,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1357,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,G,True,False,True,False,False,True,False,False
1358,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1359,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1360,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1361,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1362,c,c,#7,5,2,None,1,0,diminished triad,major triad,C#,C,True,False,False,False,False,False,False,False
1363,c,c,#7,5,2,None,1,0,diminished triad,major triad,C#,C,True,False,False,False,False,False,False,False
1364,c,c,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,True,False,True,False,False,False,False,False
1365,c,c,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,True,False,True,False,False,False,False,False
1366,c,c,#7,5,2,None,1,0,diminished triad,dominant seventh chord,C#,G,True,False,False,False,False,False,False,False
1367,c,C,#7,5,2,None,1,0,diminished triad,dominant seventh chord,C#,G,False,False,False,False,False,False,False,False
1368,c,c,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,True,False,True,False,False,False,False,False
1369,c,c,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,True,False,True,False,False,False,False,False
1370,c,C,#7,5,2,None,0,0,diminished triad,dominant seventh chord,C#,G,False,False,False,True,False,False,False,False
1371,c,C,#7,5,2,None,0,0,diminished triad,dominant seventh chord,C#,G,False,False,False,True,False,False,False,False
1372,c,C,2,5,None,None,0,0,minor triad,dominant seventh chord,D,G,False,False,True,True,False,False,False,False
1373,c,C,2,5,None,None,0,0,minor triad,dominant seventh chord,D,G,False,False,True,True,False,False,False,False
1374,c,C,#7,5,2,None,1,0,diminished triad,dominant seventh chord,C#,G,False,False,False,False,False,False,False,False
1375,c,C,#7,5,2,None,1,0,diminished triad,dominant seventh chord,C#,G,False,False,False,False,False,False,False,False
1376,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1377,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1378,c,C,5,5,None,None,0,1,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1379,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1380,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1381,c,c,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1382,c,c,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1383,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1384,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1385,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1386,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1387,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1388,c,c,7,1,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,C,True,False,False,True,False,False,False,False
1389,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,True,False,True,False,False
1390,c,c,7,7,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,True,False,True,False,True,False,False
1391,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,True,False,True,False,False
1392,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1393,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1394,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1395,c,c,5,1,None,None,0,0,dominant seventh chord,major triad,G,G,True,False,True,True,False,True,False,False
1396,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1397,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1398,c,c,5,1,None,None,0,0,dominant seventh chord,major triad,G,G,True,False,True,True,False,True,False,False
1399,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1400,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1401,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1402,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1403,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1404,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,C,True,False,True,False,False,False,False,False
1405,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,G,True,False,True,False,False,True,False,False
1406,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,C,True,False,True,False,False,False,False,False
1407,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,C,True,False,True,False,False,False,False,False
1408,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1409,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1410,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1411,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1412,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1413,c,c,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,True,True,True,True,False,True,True,False
1414,c,c,5,5,None,None,0,2,dominant seventh chord,major triad,G,G,True,True,True,False,False,True,True,False
1415,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1416,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1417,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1418,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1419,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1420,c,c,5,1,None,None,0,0,dominant seventh chord,minor triad,G,C,True,False,True,True,False,False,False,False
1421,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,G,True,False,True,False,False,True,False,False
1422,c,c,5,1,None,None,0,2,dominant seventh chord,minor triad,G,C,True,False,True,False,False,False,False,False
1423,c,c,5,1,None,None,0,0,dominant seventh chord,major triad,G,C,True,False,True,True,False,False,False,False
1424,c,G,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
1425,c,G,5,5,None,None,0,0,dominant seventh chord,major triad,G,G,False,True,True,True,False,True,True,False
1426,c,G,#7,1,2,None,1,0,diminished triad,major triad,C#,C,False,False,False,False,False,False,False,False
1427,c,c,#7,1,2,None,1,0,diminished triad,major triad,C#,C,True,False,False,False,False,False,False,False
1428,c,C,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,False,False,True,False,False,False,False,False
1429,c,C,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,False,False,True,False,False,False,False,False
1430,c,C,#7,5,2,None,1,1,diminished triad,dominant seventh chord,C#,C,False,False,False,True,False,False,False,False
1431,c,C,#7,5,2,None,1,1,diminished triad,dominant seventh chord,C#,G,False,False,False,True,False,False,False,False
1432,c,C,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,False,False,True,False,False,False,False,False
1433,c,C,2,5,None,None,1,0,minor triad,dominant seventh chord,D,G,False,False,True,False,False,False,False,False
1434,c,C,#7,5,2,None,0,1,diminished triad,dominant seventh chord,C#,G,False,False,False,False,False,False,False,False
1435,c,C,#7,5,2,None,0,1,diminished triad,dominant seventh chord,C#,G,False,False,False,False,False,False,False,False
1436,c,C,2,5,None,None,0,0,minor triad,dominant seventh chord,D,G,False,False,True,True,False,False,False,False
1437,c,C,2,5,None,None,0,0,minor triad,dominant seventh chord,D,G,False,False,True,True,False,False,False,False
1438,c,d,#7,5,2,None,1,1,diminished triad,dominant seventh chord,C#,C#,False,False,False,True,False,True,False,False
1439,c,d,#7,5,2,None,1,2,diminished triad,dominant seventh chord,C#,C#,False,False,False,False,False,True,False,False
1440,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1441,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1442,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1443,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1444,c,C,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1445,c,C,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1446,c,C,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1447,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1448,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,False,False,False,True,False,False,False,False
1449,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,False,False,False,True,False,False,False,False
1450,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,False,False,False,True,False,False,False,False
1451,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,False,False,False,True,False,False,False,False
1452,c,C,7,1,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,C,False,False,False,True,False,False,False,False
1453,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1454,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1455,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1456,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1457,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1458,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1459,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1460,c,C,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1461,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1462,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1463,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1464,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1465,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1466,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1467,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1468,c,C,7,1,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,C,False,False,False,True,False,False,False,False
1469,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1470,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1471,c,C,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,False,False,False,True,False,True,False,False
1472,c,C,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,False,True,True,True,True,True,True,False
1473,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1474,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1475,c,C,5,5,None,None,0,2,dominant seventh chord,dominant seventh chord,G,G,False,True,True,False,True,True,True,False
1476,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1477,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1478,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1479,c,c,5,5,None,None,0,3,dominant seventh chord,dominant seventh chord,G,G,True,True,True,False,True,True,True,False
1480,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1481,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1482,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1483,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,G,True,False,False,True,False,False,False,False
1484,c,c,7,1,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,C,True,False,False,True,False,False,False,False
1485,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,True,False,True,False,False
1486,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,True,False,True,False,False
1487,c,c,7,5,5,None,0,0,diminished seventh chord,dominant seventh chord,F#,F#,True,False,False,True,False,True,False,False
1488,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1489,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1490,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1491,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1492,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1493,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1494,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1495,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1496,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1497,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1498,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1499,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1500,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1501,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1502,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1503,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1504,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1505,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1506,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1507,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1508,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1509,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1510,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1511,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1512,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1513,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1514,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1515,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1516,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1517,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1518,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1519,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1520,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1521,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1522,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1523,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1524,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1525,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1526,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1527,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1528,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1529,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1530,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1531,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1532,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1533,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1534,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1535,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1536,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1537,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1538,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1539,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1540,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1541,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1542,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1543,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,True,True,True,True,True,False,True,False
1544,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,True,True,True,True,True,False,True,False
1545,c,c,5,1,None,None,0,0,dominant seventh chord,major triad,G,C,True,False,True,True,False,False,False,False
1546,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,True,True,True,True,True,False,True,False
1547,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1548,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1549,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,G,True,True,True,True,True,True,True,True
1550,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,True,True,True,True,True,False,True,False
1551,c,c,5,5,None,None,0,0,dominant seventh chord,dominant seventh chord,G,C,True,True,True,True,True,False,True,False
1552,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,True,True,True,True,True,True,True,True
1553,c,c,1,1,None,None,0,0,minor triad,minor triad,C,C,True,True,True,True,True,True,True,True
1554,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,True,True,True,True,False,True,True,False
1555,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,True,True,True,True,False,True,True,False
1556,c,c,1,1,None,None,0,0,minor triad,major triad,C,C,True,True,True,True,False,True,True,False
1557,c,c,1,5,None,None,0,0,minor triad,major triad,C,C,True,False,True,True,False,True,False,False
1558,c,c,#7,5,4,None,2,0,diminished triad,dominant seventh chord,E,C,True,False,False,False,False,False,False,False
1559,c,C,#7,5,4,None,2,0,diminished triad,dominant seventh chord,E,C,False,False,False,False,False,False,False,False
1560,c,c,4,4,None,None,1,2,minor triad,minor triad,F,F,True,True,True,False,True,True,True,False
1561,c,c,4,1,None,None,1,2,minor triad,minor triad,F,F,True,False,True,False,True,True,False,False
1562,c,C,#7,5,4,None,0,0,diminished triad,major triad,E,C,False,False,False,True,False,False,False,False
